REPORT : H,IGHLOW Rev,2.1,,,,,,RUN :,2007-11-23 00:00:00,
2006-11-13 00:00:00,2006-11-13 00:00:00,102,2006-11-13 00:00:00,101,102,2,200,20300,2006-11-13 00:00:00,1
2006-11-15 00:00:00,2006-11-15 00:00:00,105,2006-11-15 00:00:00,101.25,101.5,4,500,51775,2006-11-15 00:00:00,1
2006-11-20 00:00:00,2006-11-20 00:00:00,102.75,2006-11-20 00:00:00,102.75,102.75,2,200,20550,2006-11-20 00:00:00,1
2006-11-21 00:00:00,2006-11-21 00:00:00,109.75,2006-11-21 00:00:00,105,108.75,13,3500,380975,2006-11-21 00:00:00,1
2006-11-22 00:00:00,2006-11-22 00:00:00,109,2006-11-22 00:00:00,104.5,106.75,2,200,21350,2006-11-22 00:00:00,1
2006-11-24 00:00:00,2006-11-24 00:00:00,109,2006-11-24 00:00:00,109,109,1,100,10900,2006-11-24 00:00:00,1
2006-11-29 00:00:00,2006-11-29 00:00:00,109.5,2006-11-29 00:00:00,109,109,2,600,65450,2006-11-29 00:00:00,1
2006-11-30 00:00:00,2006-11-30 00:00:00,115,2006-11-30 00:00:00,109,113,13,4200,460300,2006-11-30 00:00:00,1
2006-12-01 00:00:00,2006-12-01 00:00:00,111.25,2006-12-01 00:00:00,110,111,6,1000,110900,2006-12-01 00:00:00,1
2006-12-05 00:00:00,2006-12-05 00:00:00,110,2006-12-05 00:00:00,108,110,2,200,21800,2006-12-05 00:00:00,1
2006-12-07 00:00:00,2006-12-07 00:00:00,110,2006-12-07 00:00:00,109,109,8,3000,329900,2006-12-07 00:00:00,1
2006-12-08 00:00:00,2006-12-08 00:00:00,107.25,2006-12-08 00:00:00,106.75,106.75,14,6800,726300,2006-12-08 00:00:00,1
2006-12-11 00:00:00,2006-12-11 00:00:00,109.75,2006-12-11 00:00:00,109,109.25,4,1500,164250,2006-12-11 00:00:00,1
2006-12-14 00:00:00,2006-12-14 00:00:00,110,2006-12-14 00:00:00,109,110,5,1100,120900,2006-12-14 00:00:00,1
2006-12-19 00:00:00,2006-12-19 00:00:00,106.75,2006-12-19 00:00:00,106.5,106.75,2,200,21325,2006-12-19 00:00:00,1
2006-12-21 00:00:00,2006-12-21 00:00:00,106.75,2006-12-21 00:00:00,106.75,106.75,2,600,64050,2006-12-21 00:00:00,1
2006-12-27 00:00:00,2006-12-27 00:00:00,110.25,2006-12-27 00:00:00,110.25,110.25,10,2400,264600,2006-12-27 00:00:00,1
2006-12-29 00:00:00,2006-12-29 00:00:00,115,2006-12-29 00:00:00,108.5,112.75,5,500,56300,2006-12-29 00:00:00,1
Company Id,:  SOY,Security,Type :  N,Sub T,ype :  0000,,,,,
Short Name,:  SOY FOOD,S,,,,,,,,
-----------,-----------,------------,------------,-----------,-----------,----------,----------------,-------------------,-------------,------
Day,Date High,High,Date Low,Low,Closing,Trades(No,.)  Shares(No.),Turnover(Rs.),Last TradedD,ays Tr
----------,-----------,------------,------------,-----------,-----------,----------,----------------,-------------------,-------------,------
2006-01-03 00:00:00,2006-01-03 00:00:00,66,2006-01-03 00:00:00,63,64.25,6,800,51400,2006-01-03 00:00:00,1
2006-01-05 00:00:00,2006-01-05 00:00:00,60,2006-01-05 00:00:00,60,60,4,1400,84000,2006-01-05 00:00:00,1
2006-01-09 00:00:00,2006-01-09 00:00:00,50,2006-01-09 00:00:00,50,50,2,25500,1275000,2006-01-09 00:00:00,1
2006-01-10 00:00:00,2006-01-10 00:00:00,50.5,2006-01-10 00:00:00,50.5,50.5,1,300,15150,2006-01-10 00:00:00,1
2006-01-17 00:00:00,2006-01-17 00:00:00,50.25,2006-01-17 00:00:00,50.25,50.25,1,100,5025,2006-01-17 00:00:00,1
2006-01-18 00:00:00,2006-01-18 00:00:00,55,2006-01-18 00:00:00,50,55,3,800,42000,2006-01-18 00:00:00,1
2006-01-20 00:00:00,2006-01-20 00:00:00,56,2006-01-20 00:00:00,55,56,3,400,22100,2006-01-20 00:00:00,1
2006-01-23 00:00:00,2006-01-23 00:00:00,52,2006-01-23 00:00:00,51.25,51.75,2,300,15525,2006-01-23 00:00:00,1
2006-01-24 00:00:00,2006-01-24 00:00:00,51.25,2006-01-24 00:00:00,51.25,51.25,2,15100,773875,2006-01-24 00:00:00,1
2006-01-25 00:00:00,2006-01-25 00:00:00,53.25,2006-01-25 00:00:00,53,53.25,5,14300,761375,2006-01-25 00:00:00,1
2006-01-26 00:00:00,2006-01-26 00:00:00,65,2006-01-26 00:00:00,60,63.25,7,2100,130200,2006-01-26 00:00:00,1
2006-01-27 00:00:00,2006-01-27 00:00:00,70,2006-01-27 00:00:00,57,60,6,15600,936000,2006-01-27 00:00:00,1
2006-01-30 00:00:00,2006-01-30 00:00:00,71.75,2006-01-30 00:00:00,65,68.25,23,14700,1000650,2006-01-30 00:00:00,1
2006-01-31 00:00:00,2006-01-31 00:00:00,72,2006-01-31 00:00:00,70,71.75,13,3000,215050,2006-01-31 00:00:00,1
2006-02-06 00:00:00,2006-02-06 00:00:00,60.25,2006-02-06 00:00:00,60.25,60.25,1,100,6025,2006-02-06 00:00:00,1
_x000c_ REPORT :,HIGHLOW Rev,2.1,,,,,,RUN :,2007-11-23 00:00:00,
,,,DAILY,"HIGH, LOW",AND CLOSIN,G PRICES A,S AT    23-NOV-2,007          PAGE:,**,
,,,==========,===========,===========,==========,================,,,
Company Id,:  SOY,Security,Type :  N,Sub T,ype :  0000,,,,,
Short Name,:  SOY FOOD,S,,,,,,,,
-----------,-----------,------------,------------,-----------,-----------,----------,----------------,-------------------,-------------,------
Day,Date High,High,Date Low,Low,Closing,Trades(No,.)  Shares(No.),Turnover(Rs.),Last TradedD,ays Tr
----------,-----------,------------,------------,-----------,-----------,----------,----------------,-------------------,-------------,------
2006-02-07 00:00:00,2006-02-07 00:00:00,63.5,2006-02-07 00:00:00,62,63.5,2,400,25250,2006-02-07 00:00:00,1
2006-02-15 00:00:00,2006-02-15 00:00:00,71,2006-02-15 00:00:00,70,71,10,13700,959300,2006-02-15 00:00:00,1
2006-02-16 00:00:00,2006-02-16 00:00:00,78,2006-02-16 00:00:00,70.5,76,36,17900,1355025,2006-02-16 00:00:00,1
2006-02-20 00:00:00,2006-02-20 00:00:00,74.5,2006-02-20 00:00:00,70,70,25,18600,1303000,2006-02-20 00:00:00,1
2006-02-21 00:00:00,2006-02-21 00:00:00,70.5,2006-02-21 00:00:00,70.5,70.5,2,200,14100,2006-02-21 00:00:00,1
2006-02-22 00:00:00,2006-02-22 00:00:00,74.5,2006-02-22 00:00:00,70.5,71.5,19,7100,510700,2006-02-22 00:00:00,1
2006-02-23 00:00:00,2006-02-23 00:00:00,71,2006-02-23 00:00:00,70,70.5,20,54000,3786500,2006-02-23 00:00:00,1
2006-02-24 00:00:00,2006-02-24 00:00:00,71,2006-02-24 00:00:00,70.75,71,8,14100,997875,2006-02-24 00:00:00,1
2006-02-27 00:00:00,2006-02-27 00:00:00,71,2006-02-27 00:00:00,71,71,1,300,21300,2006-02-27 00:00:00,1
2006-02-28 00:00:00,2006-02-28 00:00:00,71,2006-02-28 00:00:00,71,71,3,2500,177500,2006-02-28 00:00:00,1
2006-03-01 00:00:00,2006-03-01 00:00:00,75,2006-03-01 00:00:00,75,75,1,200,15000,2006-03-01 00:00:00,1
2006-03-02 00:00:00,2006-03-02 00:00:00,72.5,2006-03-02 00:00:00,72.5,72.5,2,500,36250,2006-03-02 00:00:00,1
2006-03-03 00:00:00,2006-03-03 00:00:00,75.75,2006-03-03 00:00:00,73.75,75,22,8300,623350,2006-03-03 00:00:00,1
2006-03-06 00:00:00,2006-03-06 00:00:00,81,2006-03-06 00:00:00,75.25,78.75,33,19100,1499225,2006-03-06 00:00:00,1
2006-03-07 00:00:00,2006-03-07 00:00:00,80,2006-03-07 00:00:00,78.5,79.25,7,9000,712500,2006-03-07 00:00:00,1
2006-03-08 00:00:00,2006-03-08 00:00:00,75,2006-03-08 00:00:00,75,75,1,2000,150000,2006-03-08 00:00:00,1
2006-03-15 00:00:00,2006-03-15 00:00:00,75,2006-03-15 00:00:00,74.25,75,6,2700,201475,2006-03-15 00:00:00,1
2006-03-20 00:00:00,2006-03-20 00:00:00,80,2006-03-20 00:00:00,75,79.5,6,1200,95250,2006-03-20 00:00:00,1
2006-03-29 00:00:00,2006-03-29 00:00:00,84.75,2006-03-29 00:00:00,77.5,81.25,2,1000,81125,2006-03-29 00:00:00,1
2006-04-05 00:00:00,2006-04-05 00:00:00,72.5,2006-04-05 00:00:00,72.5,72.5,1,100,7250,2006-04-05 00:00:00,1
2006-04-06 00:00:00,2006-04-06 00:00:00,85,2006-04-06 00:00:00,72.5,80,38,13900,1154650,2006-04-06 00:00:00,1
2006-04-07 00:00:00,2006-04-07 00:00:00,85,2006-04-07 00:00:00,80.25,80.25,9,3700,313725,2006-04-07 00:00:00,1
2006-04-10 00:00:00,2006-04-10 00:00:00,86,2006-04-10 00:00:00,80,84,23,32200,2706175,2006-04-10 00:00:00,1
2006-04-17 00:00:00,2006-04-17 00:00:00,82,2006-04-17 00:00:00,82,82,1,100,8200,2006-04-17 00:00:00,1
2006-04-24 00:00:00,2006-04-24 00:00:00,74,2006-04-24 00:00:00,74,74,1,200,14800,2006-04-24 00:00:00,1
2006-04-25 00:00:00,2006-04-25 00:00:00,66.5,2006-04-25 00:00:00,66.5,66.5,2,200,13300,2006-04-25 00:00:00,1
2006-04-26 00:00:00,2006-04-26 00:00:00,70,2006-04-26 00:00:00,70,70,1,500,35000,2006-04-26 00:00:00,1
2006-04-28 00:00:00,2006-04-28 00:00:00,75,2006-04-28 00:00:00,70,71.5,2,700,50000,2006-04-28 00:00:00,1
2006-05-03 00:00:00,2006-05-03 00:00:00,76.5,2006-05-03 00:00:00,72.25,73.75,4,600,44200,2006-05-03 00:00:00,1
2006-05-04 00:00:00,2006-05-04 00:00:00,71,2006-05-04 00:00:00,71,71,2,500,35500,2006-05-04 00:00:00,1
2006-05-05 00:00:00,2006-05-05 00:00:00,73.5,2006-05-05 00:00:00,70.5,73.5,2,600,43200,2006-05-05 00:00:00,1
2006-05-08 00:00:00,2006-05-08 00:00:00,73,2006-05-08 00:00:00,70,71.25,5,1000,71300,2006-05-08 00:00:00,1
2006-05-15 00:00:00,2006-05-15 00:00:00,65,2006-05-15 00:00:00,65,65,1,400,26000,2006-05-15 00:00:00,1
2006-05-17 00:00:00,2006-05-17 00:00:00,75,2006-05-17 00:00:00,69,71.25,3,3800,270900,2006-05-17 00:00:00,1
2006-05-19 00:00:00,2006-05-19 00:00:00,74.75,2006-05-19 00:00:00,73.5,73.75,5,700,51700,2006-05-19 00:00:00,1
2006-05-22 00:00:00,2006-05-22 00:00:00,77,2006-05-22 00:00:00,77,77,1,200,15400,2006-05-22 00:00:00,1
2006-05-25 00:00:00,2006-05-25 00:00:00,75,2006-05-25 00:00:00,75,75,1,300,22500,2006-05-25 00:00:00,1
2006-05-29 00:00:00,2006-05-29 00:00:00,71,2006-05-29 00:00:00,71,71,1,200,14200,2006-05-29 00:00:00,1
2006-06-01 00:00:00,2006-06-01 00:00:00,72.75,2006-06-01 00:00:00,72.5,72.75,2,200,14525,2006-06-01 00:00:00,1
2006-06-02 00:00:00,2006-06-02 00:00:00,75,2006-06-02 00:00:00,75,75,1,100,7500,2006-06-02 00:00:00,1
2006-06-06 00:00:00,2006-06-06 00:00:00,72,2006-06-06 00:00:00,72,72,2,400,28800,2006-06-06 00:00:00,1
2006-06-13 00:00:00,2006-06-13 00:00:00,70,2006-06-13 00:00:00,69.25,70,4,1400,97675,2006-06-13 00:00:00,1
2006-06-14 00:00:00,2006-06-14 00:00:00,70,2006-06-14 00:00:00,70,70,1,300,21000,2006-06-14 00:00:00,1
2006-06-15 00:00:00,2006-06-15 00:00:00,69.5,2006-06-15 00:00:00,69.5,69.5,1,100,6950,2006-06-15 00:00:00,1
2006-06-26 00:00:00,2006-06-26 00:00:00,70,2006-06-26 00:00:00,70,70,1,1000,70000,2006-06-26 00:00:00,1
2006-07-12 00:00:00,2006-07-12 00:00:00,74,2006-07-12 00:00:00,65.5,73.75,8,1400,98850,2006-07-12 00:00:00,1
2006-07-18 00:00:00,2006-07-18 00:00:00,73,2006-07-18 00:00:00,73,73,1,100,7300,2006-07-18 00:00:00,1
2006-07-21 00:00:00,2006-07-21 00:00:00,70.25,2006-07-21 00:00:00,70.25,70.25,1,100,7025,2006-07-21 00:00:00,1
2006-07-25 00:00:00,2006-07-25 00:00:00,72.5,2006-07-25 00:00:00,70,71.25,2,1000,71250,2006-07-25 00:00:00,1
2006-07-27 00:00:00,2006-07-27 00:00:00,70,2006-07-27 00:00:00,70,70,1,200,14000,2006-07-27 00:00:00,1
2006-07-28 00:00:00,2006-07-28 00:00:00,72,2006-07-28 00:00:00,69.75,72,2,200,14175,2006-07-28 00:00:00,1
2006-07-31 00:00:00,2006-07-31 00:00:00,72.5,2006-07-31 00:00:00,70,70.25,3,400,28550,2006-07-31 00:00:00,1
2006-08-02 00:00:00,2006-08-02 00:00:00,68,2006-08-02 00:00:00,68,68,1,200,13600,2006-08-02 00:00:00,1
_x000c_ REPORT :,HIGHLOW Rev,2.1,,,,,,RUN :,2007-11-23 00:00:00,
,,,DAILY,"HIGH, LOW",AND CLOSIN,G PRICES A,S AT    23-NOV-2,007          PAGE:,**,
,,,==========,===========,===========,==========,================,,,
Company Id,:  SOY,Security,Type :  N,Sub T,ype :  0000,,,,,
Short Name,:  SOY FOOD,S,,,,,,,,
-----------,-----------,------------,------------,-----------,-----------,----------,----------------,-------------------,-------------,------
Day,Date High,High,Date Low,Low,Closing,Trades(No,.)  Shares(No.),Turnover(Rs.),Last TradedD,ays Tr
----------,-----------,------------,------------,-----------,-----------,----------,----------------,-------------------,-------------,------
2006-08-04 00:00:00,2006-08-04 00:00:00,75,2006-08-04 00:00:00,75,75,1,1000,75000,2006-08-04 00:00:00,1
2006-08-15 00:00:00,2006-08-15 00:00:00,61.5,2006-08-15 00:00:00,61.5,61.5,1,100,6150,2006-08-15 00:00:00,1
2006-08-17 00:00:00,2006-08-17 00:00:00,74,2006-08-17 00:00:00,73.75,73.75,2,1400,103350,2006-08-17 00:00:00,1
2006-08-22 00:00:00,2006-08-22 00:00:00,70,2006-08-22 00:00:00,70,70,1,100,7000,2006-08-22 00:00:00,1
2006-08-28 00:00:00,2006-08-28 00:00:00,72.5,2006-08-28 00:00:00,70,70,2,1100,79500,2006-08-28 00:00:00,1
2006-08-29 00:00:00,2006-08-29 00:00:00,70,2006-08-29 00:00:00,70,70,1,100,7000,2006-08-29 00:00:00,1
2006-08-31 00:00:00,2006-08-31 00:00:00,70.25,2006-08-31 00:00:00,70,70.25,2,600,42125,2006-08-31 00:00:00,1
2006-09-01 00:00:00,2006-09-01 00:00:00,73,2006-09-01 00:00:00,72,73,3,2200,160475,2006-09-01 00:00:00,1
2006-09-12 00:00:00,2006-09-12 00:00:00,74,2006-09-12 00:00:00,73,73.25,2,1200,87800,2006-09-12 00:00:00,1
2006-09-14 00:00:00,2006-09-14 00:00:00,79,2006-09-14 00:00:00,70,76.25,5,4500,343600,2006-09-14 00:00:00,1
2006-09-15 00:00:00,2006-09-15 00:00:00,79,2006-09-15 00:00:00,77.75,79,12,4000,313250,2006-09-15 00:00:00,1
2006-09-21 00:00:00,2006-09-21 00:00:00,78.75,2006-09-21 00:00:00,78.75,78.75,1,1000,78750,2006-09-21 00:00:00,1
2006-09-26 00:00:00,2006-09-26 00:00:00,80,2006-09-26 00:00:00,78.75,79.25,13,7000,554800,2006-09-26 00:00:00,1
2006-09-27 00:00:00,2006-09-27 00:00:00,80.75,2006-09-27 00:00:00,80,80.5,3,1200,96125,2006-09-27 00:00:00,1
2006-10-04 00:00:00,2006-10-04 00:00:00,85,2006-10-04 00:00:00,80,84.5,34,44100,3642775,2006-10-04 00:00:00,1
2006-10-05 00:00:00,2006-10-05 00:00:00,89,2006-10-05 00:00:00,85,87.25,15,9500,812500,2006-10-05 00:00:00,1
2006-10-16 00:00:00,2006-10-16 00:00:00,84.75,2006-10-16 00:00:00,84.75,84.75,1,100,8475,2006-10-16 00:00:00,1
2006-10-17 00:00:00,2006-10-17 00:00:00,80,2006-10-17 00:00:00,80,80,2,400,32000,2006-10-17 00:00:00,1
2006-10-19 00:00:00,2006-10-19 00:00:00,80.25,2006-10-19 00:00:00,80.25,80.25,1,200,16050,2006-10-19 00:00:00,1
2006-11-08 00:00:00,2006-11-08 00:00:00,80,2006-11-08 00:00:00,80,80,1,300,24000,2006-11-08 00:00:00,1
2006-11-09 00:00:00,2006-11-09 00:00:00,80,2006-11-09 00:00:00,80,80,3,500,40000,2006-11-09 00:00:00,1
2006-11-15 00:00:00,2006-11-15 00:00:00,80,2006-11-15 00:00:00,80,80,2,1000,80000,2006-11-15 00:00:00,1
2006-11-16 00:00:00,2006-11-16 00:00:00,80,2006-11-16 00:00:00,80,80,1,100,8000,2006-11-16 00:00:00,1
2006-11-17 00:00:00,2006-11-17 00:00:00,80,2006-11-17 00:00:00,80,80,1,100,8000,2006-11-17 00:00:00,1
2006-11-20 00:00:00,2006-11-20 00:00:00,84.5,2006-11-20 00:00:00,84.5,84.5,1,1000,84500,2006-11-20 00:00:00,1
2006-11-29 00:00:00,2006-11-29 00:00:00,84,2006-11-29 00:00:00,84,84,2,300,25200,2006-11-29 00:00:00,1
2006-12-06 00:00:00,2006-12-06 00:00:00,84.5,2006-12-06 00:00:00,83.5,84.25,3,1500,126450,2006-12-06 00:00:00,1
2006-12-11 00:00:00,2006-12-11 00:00:00,78,2006-12-11 00:00:00,78,78,2,300,23400,2006-12-11 00:00:00,1
2006-12-29 00:00:00,2006-12-29 00:00:00,77.25,2006-12-29 00:00:00,77.25,77.25,2,300,23175,2006-12-29 00:00:00,1
Company Id,:  SPEN,Security,Type :  N,Sub T,ype :  0000,,,,,
Short Name,:  AITKEN S,PENCE,,,,,,,,
-----------,-----------,------------,------------,-----------,-----------,----------,----------------,-------------------,-------------,------
Day,Date High,High,Date Low,Low,Closing,Trades(No,.)  Shares(No.),Turnover(Rs.),Last TradedD,ays Tr
----------,-----------,------------,------------,-----------,-----------,----------,----------------,-------------------,-------------,------
2006-01-02 00:00:00,2006-01-02 00:00:00,324,2006-01-02 00:00:00,300,310,7,8800,2767200,2006-01-02 00:00:00,1
2006-01-03 00:00:00,2006-01-03 00:00:00,315,2006-01-03 00:00:00,310,310,13,31300,9728500,2006-01-03 00:00:00,1
2006-01-04 00:00:00,2006-01-04 00:00:00,305,2006-01-04 00:00:00,305,305,3,15200,4636000,2006-01-04 00:00:00,1
2006-01-06 00:00:00,2006-01-06 00:00:00,305,2006-01-06 00:00:00,305,305,4,100000,30500000,2006-01-06 00:00:00,1
2006-01-09 00:00:00,2006-01-09 00:00:00,305,2006-01-09 00:00:00,300,300,4,201000,60305000,2006-01-09 00:00:00,1
2006-01-17 00:00:00,2006-01-17 00:00:00,290,2006-01-17 00:00:00,286,287,3,400,114800,2006-01-17 00:00:00,1
2006-01-18 00:00:00,2006-01-18 00:00:00,300,2006-01-18 00:00:00,299,299.25,4,500,149600,2006-01-18 00:00:00,1
2006-01-20 00:00:00,2006-01-20 00:00:00,295,2006-01-20 00:00:00,295,295,4,172000,50740000,2006-01-20 00:00:00,1
2006-01-24 00:00:00,2006-01-24 00:00:00,295.25,2006-01-24 00:00:00,295,295,5,21000,6195250,2006-01-24 00:00:00,1
2006-01-25 00:00:00,2006-01-25 00:00:00,300,2006-01-25 00:00:00,295,297.5,4,52100,15375000,2006-01-25 00:00:00,1
2006-01-26 00:00:00,2006-01-26 00:00:00,325,2006-01-26 00:00:00,306,315,14,39200,12172125,2006-01-26 00:00:00,1
2006-01-27 00:00:00,2006-01-27 00:00:00,315,2006-01-27 00:00:00,314,314,4,2700,850000,2006-01-27 00:00:00,1
2006-01-30 00:00:00,2006-01-30 00:00:00,315,2006-01-30 00:00:00,314.75,314.75,2,2100,661000,2006-01-30 00:00:00,1
2006-01-31 00:00:00,2006-01-31 00:00:00,315,2006-01-31 00:00:00,314,315,11,17300,5449300,2006-01-31 00:00:00,1
2006-02-01 00:00:00,2006-02-01 00:00:00,320,2006-02-01 00:00:00,315,315,9,7900,2490100,2006-02-01 00:00:00,1
2006-02-02 00:00:00,2006-02-02 00:00:00,318,2006-02-02 00:00:00,315,315,9,80400,25326900,2006-02-02 00:00:00,1
2006-02-06 00:00:00,2006-02-06 00:00:00,315,2006-02-06 00:00:00,310,314.5,4,2200,692500,2006-02-06 00:00:00,1
_x000c_ REPORT :,HIGHLOW Rev,2.1,,,,,,RUN :,2007-11-23 00:00:00,
,,,DAILY,"HIGH, LOW",AND CLOSIN,G PRICES A,S AT    23-NOV-2,007          PAGE:,**,
,,,==========,===========,===========,==========,================,,,
Company Id,:  SPEN,Security,Type :  N,Sub T,ype :  0000,,,,,
Short Name,:  AITKEN S,PENCE,,,,,,,,
-----------,-----------,------------,------------,-----------,-----------,----------,----------------,-------------------,-------------,------
Day,Date High,High,Date Low,Low,Closing,Trades(No,.)  Shares(No.),Turnover(Rs.),Last TradedD,ays Tr
----------,-----------,------------,------------,-----------,-----------,----------,----------------,-------------------,-------------,------
2006-02-07 00:00:00,2006-02-07 00:00:00,318,2006-02-07 00:00:00,315,315,3,8100,2552100,2006-02-07 00:00:00,1
2006-02-08 00:00:00,2006-02-08 00:00:00,318,2006-02-08 00:00:00,315,318,2,5400,1702200,2006-02-08 00:00:00,1
2006-02-09 00:00:00,2006-02-09 00:00:00,316,2006-02-09 00:00:00,316,316,1,1000,316000,2006-02-09 00:00:00,1
2006-02-10 00:00:00,2006-02-10 00:00:00,322,2006-02-10 00:00:00,320,322,2,1100,352200,2006-02-10 00:00:00,1
2006-02-13 00:00:00,2006-02-13 00:00:00,329,2006-02-13 00:00:00,329,329,3,1200,394800,2006-02-13 00:00:00,1
2006-02-14 00:00:00,2006-02-14 00:00:00,337,2006-02-14 00:00:00,330,335.25,7,2400,800600,2006-02-14 00:00:00,1
2006-02-15 00:00:00,2006-02-15 00:00:00,345,2006-02-15 00:00:00,345,345,1,1000,345000,2006-02-15 00:00:00,1
2006-02-16 00:00:00,2006-02-16 00:00:00,350,2006-02-16 00:00:00,345,345.75,3,1600,553000,2006-02-16 00:00:00,1
2006-02-17 00:00:00,2006-02-17 00:00:00,350,2006-02-17 00:00:00,340,340,2,5200,1770000,2006-02-17 00:00:00,1
2006-02-20 00:00:00,2006-02-20 00:00:00,350,2006-02-20 00:00:00,350,350,1,200,70000,2006-02-20 00:00:00,1
2006-02-22 00:00:00,2006-02-22 00:00:00,350,2006-02-22 00:00:00,345,345.75,3,700,242000,2006-02-22 00:00:00,1
2006-02-23 00:00:00,2006-02-23 00:00:00,349,2006-02-23 00:00:00,345,347.75,2,300,104300,2006-02-23 00:00:00,1
2006-02-24 00:00:00,2006-02-24 00:00:00,350,2006-02-24 00:00:00,348.75,349.5,2,200,69875,2006-02-24 00:00:00,1
2006-03-01 00:00:00,2006-03-01 00:00:00,360,2006-03-01 00:00:00,340,348.75,18,5700,1988000,2006-03-01 00:00:00,1
2006-03-06 00:00:00,2006-03-06 00:00:00,350,2006-03-06 00:00:00,348,348.75,4,3000,1046000,2006-03-06 00:00:00,1
2006-03-07 00:00:00,2006-03-07 00:00:00,349,2006-03-07 00:00:00,348.75,349,3,500,174450,2006-03-07 00:00:00,1
2006-03-09 00:00:00,2006-03-09 00:00:00,350,2006-03-09 00:00:00,340,344.25,5,1100,378800,2006-03-09 00:00:00,1
2006-03-10 00:00:00,2006-03-10 00:00:00,350,2006-03-10 00:00:00,350,350,1,200,70000,2006-03-10 00:00:00,1
2006-03-15 00:00:00,2006-03-15 00:00:00,340,2006-03-15 00:00:00,340,340,1,100,34000,2006-03-15 00:00:00,1
2006-03-16 00:00:00,2006-03-16 00:00:00,350,2006-03-16 00:00:00,350,350,1,1000,350000,2006-03-16 00:00:00,1
2006-03-17 00:00:00,2006-03-17 00:00:00,345,2006-03-17 00:00:00,340,342.5,3,400,137000,2006-03-17 00:00:00,1
2006-03-20 00:00:00,2006-03-20 00:00:00,350,2006-03-20 00:00:00,350,350,2,500,175000,2006-03-20 00:00:00,1
2006-03-22 00:00:00,2006-03-22 00:00:00,344.5,2006-03-22 00:00:00,340,344.5,2,200,68450,2006-03-22 00:00:00,1
2006-03-31 00:00:00,2006-03-31 00:00:00,339,2006-03-31 00:00:00,339,339,5,3000,1017000,2006-03-31 00:00:00,1
2006-04-03 00:00:00,2006-04-03 00:00:00,342,2006-04-03 00:00:00,339,342,3,1800,612300,2006-04-03 00:00:00,1
2006-04-04 00:00:00,2006-04-04 00:00:00,345,2006-04-04 00:00:00,345,345,1,200,69000,2006-04-04 00:00:00,1
2006-04-06 00:00:00,2006-04-06 00:00:00,345,2006-04-06 00:00:00,340,340,7,11500,3912000,2006-04-06 00:00:00,1
2006-04-07 00:00:00,2006-04-07 00:00:00,344,2006-04-07 00:00:00,344,344,1,300,103200,2006-04-07 00:00:00,1
2006-04-10 00:00:00,2006-04-10 00:00:00,340,2006-04-10 00:00:00,340,340,3,7000,2380000,2006-04-10 00:00:00,1
2006-04-19 00:00:00,2006-04-19 00:00:00,340,2006-04-19 00:00:00,340,340,2,200,68000,2006-04-19 00:00:00,1
2006-04-21 00:00:00,2006-04-21 00:00:00,340,2006-04-21 00:00:00,335,335,8,108800,36448900,2006-04-21 00:00:00,1
2006-04-24 00:00:00,2006-04-24 00:00:00,,2006-04-24 00:00:00,,,1,50000,16750000,2006-04-24 00:00:00,1
2006-04-26 00:00:00,2006-04-26 00:00:00,330,2006-04-26 00:00:00,310,316.75,2,300,95000,2006-04-26 00:00:00,1
2006-04-27 00:00:00,2006-04-27 00:00:00,335,2006-04-27 00:00:00,335,335,1,500,167500,2006-04-27 00:00:00,1
2006-04-28 00:00:00,2006-04-28 00:00:00,330,2006-04-28 00:00:00,330,330,3,55100,18183000,2006-04-28 00:00:00,1
2006-05-02 00:00:00,2006-05-02 00:00:00,330,2006-05-02 00:00:00,330,330,1,300,99000,2006-05-02 00:00:00,1
2006-05-03 00:00:00,2006-05-03 00:00:00,330,2006-05-03 00:00:00,330,330,1,20000,6600000,2006-05-03 00:00:00,1
2006-05-04 00:00:00,2006-05-04 00:00:00,335,2006-05-04 00:00:00,330,330,9,100800,33266500,2006-05-04 00:00:00,1
2006-05-05 00:00:00,2006-05-05 00:00:00,330,2006-05-05 00:00:00,330,330,4,10700,3531000,2006-05-05 00:00:00,1
2006-05-08 00:00:00,2006-05-08 00:00:00,329.75,2006-05-08 00:00:00,329.75,329.75,1,20000,6595000,2006-05-08 00:00:00,1
2006-05-10 00:00:00,2006-05-10 00:00:00,320.25,2006-05-10 00:00:00,320,320,3,1100,352025,2006-05-10 00:00:00,1
2006-05-15 00:00:00,2006-05-15 00:00:00,310,2006-05-15 00:00:00,301,308,2,1300,400300,2006-05-15 00:00:00,1
2006-05-18 00:00:00,2006-05-18 00:00:00,315,2006-05-18 00:00:00,315,315,1,1000,315000,2006-05-18 00:00:00,1
2006-05-19 00:00:00,2006-05-19 00:00:00,330,2006-05-19 00:00:00,330,330,1,1000,330000,2006-05-19 00:00:00,1
2006-05-22 00:00:00,2006-05-22 00:00:00,330,2006-05-22 00:00:00,330,330,1,100,33000,2006-05-22 00:00:00,1
2006-05-29 00:00:00,2006-05-29 00:00:00,301,2006-05-29 00:00:00,301,301,2,200,60200,2006-05-29 00:00:00,1
2006-06-01 00:00:00,2006-06-01 00:00:00,310,2006-06-01 00:00:00,310,310,1,100,31000,2006-06-01 00:00:00,1
2006-06-06 00:00:00,2006-06-06 00:00:00,329.75,2006-06-06 00:00:00,320,329.75,4,1600,522750,2006-06-06 00:00:00,1
